Date,Open,High,Low,Close,Adj Close**,Volume
6/18/2022,"2,718.70","2,791.47","2,691.99",2718.37,"2,718.37","77,439,710,000"
7/18/2022,"2,704.95","2,848.03","2,698.95",2816.29,"2,816.29","64,542,170,000"
8/18/2022,"2,821.17","2,916.50","2,796.34",2901.52,"2,901.52","69,238,220,000"
9/18/2022,"2,896.96","2,940.91","2,864.12",2913.98,"2,913.98","62,492,080,000"
10/18/2022,"2,926.29","2,939.86","2,603.54",2711.74,"2,711.74","91,327,930,000"
11/18/2022,"2,717.58","2,815.15","2,631.09",2760.17,"2,760.17","80,080,110,000"
12/18/2022,"2,790.50","2,800.18","2,346.58",2506.85,"2,506.85","83,522,570,000"
1/19/2022,"2,476.96","2,708.95","2,443.96",2704.1,"2,704.10","80,401,630,000"
2/19/2022,"2,702.32","2,813.49","2,681.83",2784.49,"2,784.49","70,183,430,000"
3/19/2022,"2,798.22","2,860.31","2,722.27",2834.4,"2,834.40","78,596,280,000"
4/19/2022,"2,848.63","2,949.52","2,848.63",2945.83,"2,945.83","69,604,840,000"
5/19/2022,"2,952.33","2,954.13","2,750.52",2752.06,"2,752.06","76,860,120,000"
6/19/2022,"2,751.53","2,964.15","2,728.81",2941.76,"2,941.76","70,904,280,000"
7/19/2022,"2,971.41","3,027.98","2,952.22",2980.38,"2,980.38","70,349,470,000"
8/19/2022,"2,980.32","3,013.59","2,822.12",2926.46,"2,926.46","79,599,440,000"
9/19/2022,"2,909.01","3,021.99","2,891.85",2976.74,"2,976.74","73,992,330,000"
10/19/2022,"2,983.69","3,050.10","2,855.94",3037.56,"3,037.56","77,564,550,000"
11/19/2022,"3,050.72","3,154.26","3,050.72",3140.98,"3,140.98","72,179,920,000"
12/19/2022,"3,143.85","3,247.93","3,070.33",3230.78,"3,230.78","72,054,000,000"
1/20/2022,"3,244.67","3,337.77","3,214.64",3225.52,"3,225.52","77,104,420,000"
2/20/2022,"3,235.66","3,393.52","2,855.84",2954.22,"2,954.22","84,292,270,000"
3/20/2022,"2,974.28","3,136.72","2,191.86",2584.59,"2,584.59","161,801,100,000"
4/20/2022,"2,498.08","2,954.86","2,447.49",2912.43,"2,912.43","123,163,450,000"
5/20/2022,"2,869.09","3,068.67","2,766.64",3044.31,"3,044.31","106,799,100,000"
6/20/2022,"3,038.78","3,233.13","2,965.66",3100.29,"3,100.29","131,044,000,000"
7/20/2022,"3,105.92","3,279.99","3,101.17",3271.12,"3,271.12","97,197,020,000"
8/20/2022,"3,288.26","3,514.77","3,284.53",3500.31,"3,500.31","84,402,300,000"
9/20/2022,"3,507.44","3,588.11","3,209.45",3363,"3,363.00","92,084,120,000"
10/20/2022,"3,385.87","3,549.85","3,233.94",3269.96,"3,269.96","89,737,600,000"
11/20/2022,"3,296.20","3,645.99","3,279.74",3621.63,"3,621.63","100,977,880,000"
12/20/2022,"3,645.87","3,760.20","3,633.40",3756.07,"3,756.07","96,056,410,000"
1/21/2022,"3,764.61","3,870.90","3,662.71",3714.24,"3,714.24","105,548,790,000"
2/21/2022,"3,731.17","3,950.43","3,725.62",3811.15,"3,811.15","98,596,960,000"
3/21/2022,"3,842.51","3,994.41","3,723.34",3972.89,"3,972.89","120,863,560,000"
4/21/2022,"3,992.78","4,218.78","3,992.78",4181.17,"4,181.17","82,869,290,000"
5/21/2022,"4,191.98","4,238.04","4,056.88",4204.11,"4,204.11","75,155,370,000"
6/21/2022,"4,216.52","4,302.43","4,164.40",4297.5,"4,297.50","85,705,180,000"
7/21/2022,"4,300.73","4,429.97","4,233.13",4395.26,"4,395.26","66,496,430,000"
8/21/2022,"4,406.86","4,537.36","4,367.73",4522.68,"4,522.68","63,217,960,000"
9/21/2022,"4,528.80","4,545.85","4,305.91",4307.54,"4,307.54","66,268,850,000"
10/21/2022,"4,317.16","4,608.08","4,278.94",4605.38,"4,605.38","61,874,700,000"
11/21/2022,"4,610.62","4,743.83","4,560.00",4567,"4,567.00","67,520,800,000"
12/21/2022,"4,602.82","4,808.93","4,495.12",4766.18,"4,766.18","68,699,830,000"
1/22/2022,"4,778.14","4,818.62","4,222.62",4515.55,"4,515.55","73,279,440,000"
2/22/2022,"4,519.57","4,595.31","4,114.65",4373.94,"4,373.94","73,167,790,000"
3/22/2022,"4,363.14","4,637.30","4,157.87",4530.41,"4,530.41","100,978,320,000"
4/22/2022,"4,540.32","4,593.45","4,370.30",4459.45,"4,459.45","47,409,870,000"
